"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_11.1880",22.7852210344372,1.42846738977571,0.254717184677656,5.60805267843798,2.04615754065808e-08,8.64036525123344e-06,"sp|Q28IH8|CFA36_XENTR",2.02e-35,"Cilia- and flagella-associated protein 36 OS=Xenopus tropicalis GN=cfap36 PE=2 SV=2","tr|A0A2B4RWH5|A0A2B4RWH5_STYPI",0,"Coiled-coil domain-containing protein 104 OS=Stylophora pistillata GN=Ccdc104 PE=4 SV=1","ref|XP_020612497.1|",0,"cilia- and flagella-associated protein 36-like isoform X2 [Orbicella faveolata]","GO:0042995; GO:0005737; GO:0005634",""
"evm.TU.chromosome_8.57",36.0527726293492,-2.09939881633858,0.377512541599708,-5.56113661136233,2.68023282099699e-08,1.03747345446092e-05,"sp|Q5R941|FKB14_PONAB",3.22e-43,"Peptidyl-prolyl cis-trans isomerase FKBP14 OS=Pongo abelii GN=FKBP14 PE=2 SV=1","tr|A0A2B4SI34|A0A2B4SI34_STYPI",1.04e-156,"Peptidyl-prolyl cis-trans isomerase FKBP14 OS=Stylophora pistillata GN=FKBP14 PE=4 SV=1","ref|XP_020631124.1|",1e-176,"uncharacterized protein LOC110068093 [Orbicella faveolata]","GO:0005788; GO:0005509; GO:0003755","GO:0005509; GO:0003755"
"evm.TU.chromosome_9.2746",95.8154079529675,-1.6904331299536,0.310013598336058,-5.45277090755598,4.95909401850021e-08,1.64535655113811e-05,"sp|Q9IBG7|KCP_XENLA",2.2e-06,"Kielin/chordin-like protein OS=Xenopus laevis GN=kcp PE=2 SV=1","tr|A0A2B4RTV2|A0A2B4RTV2_STYPI",0,"Extracellular matrix protein FRAS1 OS=Stylophora pistillata GN=Fras1 PE=4 SV=1","ref|XP_020611546.1|",0,"kielin/chordin-like protein [Orbicella faveolata]","GO:0005576","GO:0005576"
"evm.TU.chromosome_2.1059",17.2914062918744,-3.1409812838198,0.579030941757514,-5.42454825347688,5.81012934212123e-08,1.86124488235539e-05,"sp|Q06304|AERA_AERSO",3.75e-08,"Aerolysin OS=Aeromonas sobria GN=asa1 PE=3 SV=1","tr|A0A2B4RQT2|A0A2B4RQT2_STYPI",0,"Aerolysin OS=Stylophora pistillata GN=ash3 PE=4 SV=1","gb|PFX18678.1|",0,"uncharacterized protein LOC111339199 [Stylophora pistillata]","GO:0005576; GO:0020002; GO:0016021; GO:0090729; GO:0044179","GO:0005576; GO:0009405"
"evm.TU.chromosome_8.400",94.5436419166702,-1.20105499150814,0.222544661683981,-5.39691665672784,6.77958603975766e-08,2.02468291641292e-05,"sp|P56941|NPC1_PIG",4.74e-112,"Niemann-Pick C1 protein OS=Sus scrofa GN=NPC1 PE=2 SV=1","tr|A0A2B4RDP3|A0A2B4RDP3_STYPI",0,"Niemann-Pick C1 protein OS=Stylophora pistillata GN=NPC1 PE=4 SV=1","ref|XP_020621276.1|",0,"Niemann-Pick C1 protein-like [Orbicella faveolata]","GO:0005783; GO:0005576; GO:0005887; GO:0031902; GO:0005765; GO:0005764; GO:0005635; GO:0048471; GO:0015485; GO:0005319; GO:0008206; GO:0042632; GO:0008203; GO:0030301; GO:0007041; GO:0006486","GO:0016021"
"evm.TU.chromosome_9.1709",244.86911518371,0.879293077858123,0.163078609523883,5.39183575592939,6.9741499811855e-08,2.02468291641292e-05,"sp|Q8BRH4|KMT2C_MOUSE",0,"Histone-lysine N-methyltransferase 2C OS=Mus musculus GN=Kmt2c PE=1 SV=2","tr|A0A2B4RVK6|A0A2B4RVK6_STYPI",0,"Histone-lysine N-methyltransferase 2C OS=Stylophora pistillata GN=Kmt2c PE=4 SV=1","ref|XP_020624984.1|",0,"histone-lysine N-methyltransferase 2D-like isoform X2 [Orbicella faveolata]","GO:0035097; GO:0044666; GO:0005654; GO:0005634; GO:0003677; GO:0042800; GO:0046872; GO:0016746; GO:0061029; GO:0016571; GO:0035264; GO:0048146; GO:0010468; GO:0006355; GO:0007338; GO:0006351","GO:0005634; GO:0018024; GO:0046872"
"evm.TU.chromosome_5.2252",201.769364677772,-1.66070659268312,0.313345946780056,-5.29991407180639,1.15857194873565e-07,2.83240352730374e-05,"sp|Q9EQC4|ELOV4_MOUSE",1.03e-82,"Elongation of very long chain fatty acids protein 4 OS=Mus musculus GN=Elovl4 PE=1 SV=2","tr|A0A2B4SRI7|A0A2B4SRI7_STYPI",3.04e-160,"Elongation of very long chain fatty acids protein 4 OS=Stylophora pistillata GN=ELOVL4 PE=4 SV=1","ref|XP_022780087.1|",1.45e-174,"elongation of very long chain fatty acids protein 4-like isoform X4 [Stylophora pistillata]","GO:0005783; GO:0005789; GO:0030176; GO:0102336; GO:0102337; GO:0102338; GO:0009922; GO:0102756; GO:0034625; GO:0034626; GO:0019367; GO:0030148; GO:0042761","GO:0016021; GO:0102336; GO:0102337; GO:0102338; GO:0102756; GO:0006633"
"evm.TU.chromosome_14.530",28.7782370680146,-2.32114957699116,0.441235185484687,-5.26057226021408,1.43607753134828e-07,3.25394152834769e-05,"sp|B3EWZ3|CADN_ACRMI",2.68e-55,"Coadhesin (Fragment) OS=Acropora millepora PE=1 SV=1","tr|A0A2B4S6F3|A0A2B4S6F3_STYPI",0,"Hemicentin-1 OS=Stylophora pistillata GN=HMCN1 PE=4 SV=1","gb|PFX24380.1|",0,"Hemicentin-1 [Stylophora pistillata]","GO:0016021","GO:0005509"
"evm.TU.chromosome_13.2647",42.2449845754104,-1.99340237137846,0.386880105440982,-5.15250679304457,2.57027303931836e-07,4.93575239911482e-05,NA,NA,NA,"tr|A0A2B4S4H6|A0A2B4S4H6_STYPI",6.9e-16,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene11464 PE=4 SV=1","ref|XP_020626773.1|",2.31e-19,"uncharacterized protein F23B12.7-like isoform X2 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_6.203",396.914158253882,-1.06547335236257,0.215696845863042,-4.93967979967173,7.82509607883594e-07,0.00012533645271101,"sp|Q32L34|HMGB4_BOVIN",2.41e-09,"High mobility group protein B4 OS=Bos taurus GN=HMGB4 PE=2 SV=1","tr|A0A2B4RSA5|A0A2B4RSA5_STYPI",1.45e-84,"Zinc finger MYND domain-containing protein 10 OS=Stylophora pistillata GN=zmynd10 PE=4 SV=1","ref|XP_020609892.1|",4.37e-115,"high mobility group protein B3-like isoform X1 [Orbicella faveolata]","GO:0005694; GO:0005634; GO:0003677","GO:0005634; GO:0003677"
"evm.TU.chromosome_4.827",16.5380003610366,-2.29101982682973,0.466834078169919,-4.90756766474928,9.22128462468737e-07,0.000140983439721582,NA,NA,NA,NA,NA,NA,"ref|XP_020613170.1|",4.92e-22,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like [Orbicella faveolata]",NA,NA
"evm.TU.chromosome_10.1882",52.8757399751479,1.84596517098444,0.377265719830464,4.89301061282213,9.93050492804692e-07,0.000141929831971624,NA,NA,NA,"tr|A0A2B4SJZ3|A0A2B4SJZ3_STYPI",3.26e-30,"Netrin receptor UNC5C OS=Stylophora pistillata GN=UNC5C PE=4 SV=1","ref|XP_020622435.1|",1.39e-54,"uncharacterized protein LOC110060033 isoform X1 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_14.302",13.2940056220695,-1.94032912940125,0.399247607681733,-4.85996432306242,1.17406908929906e-06,0.000158073939704178,"sp|Q5RF60|AL3A2_PONAB",0,"Fatty aldehyde dehydrogenase OS=Pongo abelii GN=ALDH3A2 PE=2 SV=1","tr|A0A2B4SPJ3|A0A2B4SPJ3_STYPI",0,"Fatty aldehyde dehydrogenase OS=Stylophora pistillata GN=ALDH3A2 PE=4 SV=1","gb|PFX30315.1|",0,"aldehyde dehydrogenase, dimeric NADP-preferring-like [Stylophora pistillata]","GO:0005789; GO:0016021; GO:0004029; GO:0004030; GO:0006081","GO:0004030; GO:0006081"
"evm.TU.chromosome_13.1034",24.6658291499932,-2.00039321390761,0.429331406523496,-4.65932187469294,3.17252790766768e-06,0.000374877335701965,"sp|Q9UKP5|ATS6_HUMAN",2.29e-116,"A disintegrin and metalloproteinase with thrombospondin motifs 6 OS=Homo sapiens GN=ADAMTS6 PE=2 SV=2","tr|A0A2B4RGB5|A0A2B4RGB5_STYPI",0,"A disintegrin and metalloproteinase with thrombospondin motifs 12 OS=Stylophora pistillata GN=ADAMTS12 PE=4 SV=1","ref|XP_022806379.1|",0,"A disintegrin and metalloproteinase with thrombospondin motifs 16-like [Stylophora pistillata]","GO:0005578; GO:0046872; GO:0004222; GO:0008237","GO:0005576; GO:0032580; GO:0016021; GO:0008417; GO:0046872; GO:0004222; GO:0007229; GO:0006486"
"evm.TU.chromosome_14.5103",114.603481292293,0.969255431044134,0.208069352950064,4.6583286644658,3.18786970080251e-06,0.000374877335701965,"sp|Q86VM9|ZCH18_HUMAN",5.42e-27,"Zinc finger CCCH domain-containing protein 18 OS=Homo sapiens GN=ZC3H18 PE=1 SV=2","tr|A0A2B4S4G1|A0A2B4S4G1_STYPI",0,"Zinc finger CCCH domain-containing protein 18 OS=Stylophora pistillata GN=ZC3H18 PE=4 SV=1","gb|PFX23402.1|",0,"zinc finger CCCH domain-containing protein 18-like [Stylophora pistillata]","GO:0016607; GO:0043234; GO:0046872; GO:0003723","GO:0046872"
"evm.TU.chromosome_10.1615",40.4484018857737,-1.72005313267532,0.369785194198597,-4.65149270349518,3.29540936683284e-06,0.000380723765051675,"sp|Q6P2T7|CD033_DANRE",8.06e-46,"UPF0462 protein C4orf33 homolog OS=Danio rerio GN=zgc:77739 PE=2 SV=1","tr|A0A2B4S536|A0A2B4S536_STYPI",0,"UPF0462 protein C4orf33-like OS=Stylophora pistillata GN=D3Ertd751e PE=4 SV=1","ref|XP_020606518.1|",0,"uncharacterized protein LOC110045264 [Orbicella faveolata]","",""
"evm.TU.chromosome_13.2206",17.7843126701282,-1.84753302227395,0.41094825386323,-4.49578019837223,6.93153120387822e-06,0.000731749146409416,NA,NA,NA,"tr|A0A2B4SDC6|A0A2B4SDC6_STYPI",1.73e-77,"Pancreatic secretory granule membrane major glycoprotein GP2 OS=Stylophora pistillata GN=GP2 PE=4 SV=1","ref|XP_020617988.1|",2.36e-93,"uncharacterized protein LOC110055903 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_6.956",18.920574883282,1.49584309902906,0.333361715320876,4.48714723461642,7.21831925823286e-06,0.000753462763022284,NA,NA,NA,"tr|A0A2B4SWM8|A0A2B4SWM8_STYPI",2.24e-82,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene882 PE=4 SV=1","gb|PFX34301.1|",3.47e-82,"uncharacterized protein LOC111326418 [Stylophora pistillata]",NA,""
"evm.TU.chromosome_10.1865",31.6066704777551,1.74254538705199,0.394854891898578,4.41312852595878,1.01887468143627e-05,0.00101964537982052,NA,NA,NA,"tr|A0A2B4SI64|A0A2B4SI64_STYPI",7.33e-103,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene6487 PE=4 SV=1","ref|XP_020605149.1|",3.2e-125,"uncharacterized protein LOC110043966 isoform X3 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_11.2126",94.2590036175316,0.965685997886539,0.220585280157057,4.3778351719524,1.19863942941394e-05,0.00115993336450578,"sp|P23381|SYWC_HUMAN",0,"Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens GN=WARS PE=1 SV=2","tr|A0A2B4RUK3|A0A2B4RUK3_STYPI",0,"Tryptophan--tRNA ligase, cytoplasmic OS=Stylophora pistillata GN=WARS PE=4 SV=1","ref|XP_020604299.1|",0,"tryptophan--tRNA ligase, cytoplasmic-like isoform X2 [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0070062; GO:0005634; GO:0043234; GO:0005524; GO:0019210; GO:0019904; GO:0042803; GO:0019901; GO:0004830; GO:0001525; GO:0008285; GO:0006469; GO:0001933; GO:0010628; GO:0031334; GO:0045765; GO:0010835; GO:0006412; GO:0006418; GO:0006436","GO:0005737; GO:0005524; GO:0004830; GO:0006436"
"evm.TU.chromosome_10.1880",46.5550769823173,1.95786752866465,0.449948572591155,4.35131401215416,1.35324083529255e-05,0.00124471359998691,NA,NA,NA,"tr|A0A2B4SI64|A0A2B4SI64_STYPI",6.22e-92,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene6487 PE=4 SV=1","ref|XP_020605149.1|",2.38e-127,"uncharacterized protein LOC110043966 isoform X3 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_14.429",28.2620298148647,-1.37071845837892,0.315702358536472,-4.34180620231435,1.41316157426163e-05,0.00126233375239332,"sp|Q925G0|RBM3_RAT",2.14e-18,"RNA-binding protein 3 OS=Rattus norvegicus GN=Rbm3 PE=1 SV=2","tr|A0A2B4SYC8|A0A2B4SYC8_STYPI",3.84e-27,"Putative RNA-binding protein 3 OS=Stylophora pistillata GN=Rbm3 PE=4 SV=1","ref|XP_020632348.1|",4.23e-36,"glycine-rich RNA-binding protein 1-like [Orbicella faveolata]","GO:0005737; GO:0030425; GO:0005634; GO:0043023; GO:0003723; GO:0045727; GO:0035196; GO:0006417; GO:0009409; GO:0006412","GO:0003723"
"evm.TU.chromosome_14.6874",130.078101447188,0.989064775521059,0.22921126322932,4.31507929229257,1.59545625880972e-05,0.00139828194757946,"sp|Q91ZR3|ZHANG_MOUSE",4.8e-13,"CREB/ATF bZIP transcription factor OS=Mus musculus GN=Crebzf PE=1 SV=2","tr|A0A2B4RZ32|A0A2B4RZ32_STYPI",2.7e-104,"CREB/ATF bZIP transcription factor OS=Stylophora pistillata GN=Crebzf PE=4 SV=1","ref|XP_020619735.1|",1.11e-149,"CREB/ATF bZIP transcription factor-like [Orbicella faveolata]","GO:0005739; GO:0005634; GO:0003700; GO:0042802; GO:0045814; GO:0045892; GO:0051090; GO:0009615; GO:0006351","GO:0003700"
"evm.TU.chromosome_6.2612",14.3490060986748,-1.6651055193908,0.387319129323099,-4.29905314075458,1.71529345057759e-05,0.00148925945381923,NA,NA,NA,"tr|A0A2B4SXW6|A0A2B4SXW6_STYPI",4.03e-54,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene1682 PE=4 SV=1","ref|XP_020604138.1|",8.13e-117,"uncharacterized protein LOC110043070 isoform X2 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_12.3544",182.850028824293,-2.08765140909781,0.487308709278897,-4.28404288564234,1.83527513283422e-05,0.00157867648000277,"sp|P08217|CEL2A_HUMAN",9.95e-53,"Chymotrypsin-like elastase family member 2A OS=Homo sapiens GN=CELA2A PE=1 SV=1","tr|A0A1T4JH32|A0A1T4JH32_NEMVE",6.76e-118,"Trypsin-containing gene product B (Fragment) OS=Nematostella vectensis GN=trypsinB PE=2 SV=1","ref|XP_015768955.1|",2.05e-175,"PREDICTED: chymotrypsin-like elastase family member 2A [Acropora digitifera]","GO:0005829; GO:0005576; GO:0005615; GO:0036457; GO:0004175; GO:0017171; GO:0004252; GO:0070268","GO:0016020; GO:0004252"
"evm.TU.chromosome_11.1996",54.5012843128985,0.914413261388386,0.213755127394657,4.27785416206695,1.8870357973508e-05,0.00159132169090278,"sp|Q9Z0W1|TNR16_MOUSE",1.92e-27,"Tumor necrosis factor receptor superfamily member 16 OS=Mus musculus GN=Ngfr PE=1 SV=1","tr|A0A2B4R837|A0A2B4R837_STYPI",4.9e-127,"Tumor necrosis factor receptor superfamily member 16 OS=Stylophora pistillata GN=NGFR PE=4 SV=1","ref|XP_020623560.1|",3.96e-173,"tumor necrosis factor receptor superfamily member 16-like isoform X2 [Orbicella faveolata]","GO:0009986; GO:0005911; GO:0005737; GO:0005887; GO:0043005; GO:0005634; GO:0005886; GO:0014069; GO:0005516; GO:0015026; GO:0005035; GO:0048406; GO:0017137; GO:0005031; GO:0031625; GO:0006919; GO:0007411; GO:1904646; GO:0007417; GO:0032922; GO:0007623; GO:0016048; GO:0035907; GO:0042593; GO:0031069; GO:0006955; GO:0006954; GO:0006886; GO:1903588; GO:0040037; GO:0051799; GO:0010977; GO:0021675; GO:0051402; GO:2001235; GO:0048146; GO:0042488; GO:1902895; GO:1900182; GO:0010468; GO:2001273; GO:0032496; GO:0007266; GO:0043588","GO:0016021; GO:0007165"
"evm.TU.chromosome_14.1500",10.5016151548033,-2.96333275631921,0.692987657292433,-4.2761696043725,1.90136391485693e-05,0.00159132169090278,"sp|O55171|ACOT2_RAT",6.02e-107,"Acyl-coenzyme A thioesterase 2, mitochondrial OS=Rattus norvegicus GN=Acot2 PE=1 SV=1","tr|A0A2B4SYB1|A0A2B4SYB1_STYPI",0,"Acyl-coenzyme A amino acid N-acyltransferase 2 OS=Stylophora pistillata GN=Acnat2 PE=4 SV=1","ref|XP_020608867.1|",0,"acyl-coenzyme A thioesterase 1-like [Orbicella faveolata]","GO:0070062; GO:0005759; GO:0005739; GO:0047617; GO:0052689; GO:0102991; GO:0016290; GO:0005102; GO:0006637; GO:0001676; GO:0042493; GO:0070849; GO:0009725; GO:0001666; GO:0031667; GO:0042760; GO:0000038","GO:0016790; GO:0016746; GO:0006637"
"evm.TU.chromosome_6.296",24.6989421956063,-1.50832036070658,0.364758306164511,-4.13512272432341,3.5476499621873e-05,0.00240566920793577,"sp|Q16534|HLF_HUMAN",8.2e-13,"Hepatic leukemia factor OS=Homo sapiens GN=HLF PE=2 SV=1","tr|A0A2B4S9Y9|A0A2B4S9Y9_STYPI",1.62e-70,"Thyrotroph embryonic factor OS=Stylophora pistillata GN=TEF PE=4 SV=1","ref|XP_020619873.1|",2.7e-105,"transcription factor VBP-like [Orbicella faveolata]","GO:0005634; GO:0003677; GO:0003690; GO:0000977; GO:0043565; GO:0001077; GO:0001228; GO:0007275; GO:0045944; GO:0048511; GO:0035914; GO:0006366","GO:0003700"
"evm.TU.chromosome_14.182",21.0189199213433,-1.2865054582891,0.311791695776811,-4.12616973355833,3.68855078556455e-05,0.00244761691413534,"sp|Q91YN5|UAP1_MOUSE",1.18e-179,"UDP-N-acetylhexosamine pyrophosphorylase OS=Mus musculus GN=Uap1 PE=1 SV=1","tr|A0A2B4S2N1|A0A2B4S2N1_STYPI",0,"UDP-N-acetylhexosamine pyrophosphorylase OS=Stylophora pistillata GN=Uap1 PE=4 SV=1","ref|XP_020631016.1|",0,"UDP-N-acetylhexosamine pyrophosphorylase-like [Orbicella faveolata]","GO:0005829; GO:0005654; GO:0005886; GO:0042802; GO:0003977; GO:0006048","GO:0070569; GO:0008152"
"evm.TU.chromosome_13.1",13.3453343420224,6.81529479232295,1.65715428747441,4.11264952445063,3.9114396834388e-05,0.00254261677359799,NA,NA,NA,"tr|A0A2B4T0N2|A0A2B4T0N2_STYPI",1.65e-24,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene133 PE=4 SV=1","ref|XP_020621759.1|",5.13e-52,"stress response protein NST1-like [Orbicella faveolata]",NA,""
