"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_4.2120",4.23805761545752,-3.35440568694276,0.756945544852124,-4.43150198816227,9.35789501087464e-06,0.000148355719389573,"sp|Q9GZN2|TGIF2_HUMAN",5.85e-38,"Homeobox protein TGIF2 OS=Homo sapiens GN=TGIF2 PE=1 SV=1","tr|A0A2B4RW04|A0A2B4RW04_STYPI",1.25e-146,"Homeobox protein AKR OS=Stylophora pistillata GN=AWC38_SpisGene15049 PE=4 SV=1","ref|XP_020623459.1|",4.81e-158,"homeobox protein TGIF2-like [Orbicella faveolata]","GO:0005654; GO:0005634; GO:0003677; GO:0003700; GO:0000122; GO:0038092; GO:0045666; GO:0010470; GO:0006355; GO:0060041; GO:0006351","GO:0005634; GO:0003677; GO:0006355"
"evm.TU.chromosome_4.122_evm.TU.chromosome_4.121",3.67704686569198,-3.38570447879005,0.764520429947094,-4.42853368748347,9.48759015459491e-06,0.000149957429482746,"sp|Q9R1I1|CHST4_MOUSE",1.86e-25,"Carbohydrate sulfotransferase 4 OS=Mus musculus GN=Chst4 PE=2 SV=1","tr|A0A2B4RRB7|A0A2B4RRB7_STYPI",3.27e-160,"Carbohydrate sulfotransferase 5 OS=Stylophora pistillata GN=Chst5 PE=4 SV=1","ref|XP_020619104.1|",0,"carbohydrate sulfotransferase 4-like isoform X1 [Orbicella faveolata]","GO:0000139; GO:0016021; GO:0005802; GO:0001517; GO:0005975; GO:0006954; GO:0018146; GO:0050901; GO:0006044; GO:0006477; GO:0006790","GO:0008146"
"evm.TU.chromosome_12.2197",5.36443362669139,-2.45826307628281,0.556688427199608,-4.41586883465311,1.00605077429952e-05,0.00015774192709921,"sp|Q7RTU5|ASCL5_HUMAN",1e-26,"Achaete-scute homolog 5 OS=Homo sapiens GN=ASCL5 PE=3 SV=2","tr|A0A2B4SIE7|A0A2B4SIE7_STYPI",1.27e-77,"Achaete-scute-like 5 OS=Stylophora pistillata GN=ASCL5 PE=4 SV=1","ref|XP_020629340.1|",3.14e-90,"achaete-scute homolog 5-like [Orbicella faveolata]","GO:0090575; GO:0046983; GO:0000977; GO:0006357; GO:0006351","GO:0003677; GO:0046983; GO:0006357"
"evm.TU.chromosome_8.953",54.2327794094242,-1.54999564507198,0.351932175954511,-4.404245337523,1.06152757216088e-05,0.000164153457948632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_5.2820",96.3704936301176,-1.11698149986796,0.254225053021046,-4.39367201066329,1.11451927646304e-05,0.000170824023868041,NA,NA,NA,"tr|A0A2B4SL97|A0A2B4SL97_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene4530 PE=4 SV=1","ref|XP_020603918.1|",0,"zinc finger CCCH domain-containing protein 13-like [Orbicella faveolata]",NA,""
"evm.TU.chromosome_13.4195",30.1774119778318,-1.18646534820365,0.27240162889207,-4.35557361763704,1.32718901334554e-05,0.000199523290847301,"sp|Q4KSH7|MP2K7_RAT",2.6e-158,"Dual specificity mitogen-activated protein kinase kinase 7 OS=Rattus norvegicus GN=Map2k7 PE=1 SV=1","tr|A0A2B4SFF3|A0A2B4SFF3_STYPI",0,"Dual specificity mitogen-activated protein kinase kinase 7 OS=Stylophora pistillata GN=MAP2K7 PE=4 SV=1","gb|PFX28106.1|",0,"dual specificity mitogen-activated protein kinase kinase 7-like isoform X2 [Stylophora pistillata]","GO:0005737; GO:0005829; GO:0005634; GO:0005524; GO:0019899; GO:0008545; GO:0000287; GO:0004708; GO:0031435; GO:0008022; GO:0019901; GO:0019903; GO:0004674; GO:0004713; GO:0007257; GO:0006915; GO:0072709; GO:0007254; GO:0043525; GO:0001934; GO:0051973; GO:1904355; GO:0032212; GO:0006468; GO:0007346; GO:2000671; GO:0009408; GO:0006970; GO:0006950; GO:0034612; GO:0009411; GO:0009611; GO:0051403","GO:0005524; GO:0004672"
"evm.TU.chromosome_4.468",21.7334215500882,-1.73036597091914,0.401193686047433,-4.31304387655433,1.6102214662903e-05,0.000234655765212872,NA,NA,NA,"tr|R4IW51|R4IW51_STYPI",3.72e-48,"CARP2 OS=Stylophora pistillata GN=g12875 PE=4 SV=1","gb|AGE35227.1|",5.77e-48,"CARP2 [Stylophora pistillata]",NA,""
"evm.TU.chromosome_13.3529",6.47781560396719,-2.00215122981023,0.468155341591653,-4.27668137461219,1.89700009707564e-05,0.000268713145519875,"sp|Q92754|AP2C_HUMAN",6.01e-06,"Transcription factor AP-2 gamma OS=Homo sapiens GN=TFAP2C PE=1 SV=1","tr|A0A2B4SPB8|A0A2B4SPB8_STYPI",0,"Transcription factor AP-2-alpha OS=Stylophora pistillata GN=TFAP2A PE=4 SV=1","ref|XP_020615281.1|",0,"uncharacterized protein LOC110053399 [Orbicella faveolata]","GO:0005829; GO:0005739; GO:0005654; GO:0005634; GO:0001047; GO:0003677; GO:0003700; GO:0046983; GO:0000977; GO:0001077; GO:0001078; GO:0007267; GO:0008584; GO:0000122; GO:0045944; GO:0042127; GO:0040029; GO:0006357",""
"evm.TU.chromosome_13.4091_evm.TU.chromosome_13.4094",29.319936231432,-1.39135218569647,0.326189683146885,-4.26546962575126,1.99482152844677e-05,0.000281392185461005,NA,NA,NA,"tr|A0A2B4SI22|A0A2B4SI22_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene7134 PE=4 SV=1","ref|XP_020625028.1|",0,"uncharacterized protein LOC110062447 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_14.5502",97.3091764206081,-1.26413805089169,0.296561155375828,-4.26265553656098,2.02011796624133e-05,0.000284101715772022,"sp|Q9P2E3|ZNFX1_HUMAN",3.87e-138,"NFX1-type zinc finger-containing protein 1 OS=Homo sapiens GN=ZNFX1 PE=2 SV=2","tr|A0A2B4SSQ4|A0A2B4SSQ4_STYPI",0,"NFX1-type zinc finger-containing protein 1 OS=Stylophora pistillata GN=ZNFX1 PE=4 SV=1","gb|PFX31405.1|",0,"NFX1-type zinc finger-containing protein 1 [Stylophora pistillata]","GO:0005634; GO:0003700; GO:0003723; GO:0008270","GO:0005634; GO:0003700; GO:0008270"
"evm.TU.chromosome_9.1520",350.620139916492,0.744588704735071,0.176299179599523,4.223438285002,2.40603276576395e-05,0.000327236564701651,"sp|Q8LGG8|USPAL_ARATH",1.03e-11,"Universal stress protein A-like protein OS=Arabidopsis thaliana GN=At3g01520 PE=1 SV=2","tr|A0A2B4SE75|A0A2B4SE75_STYPI",3.16e-69,"Transmembrane protein 170A OS=Stylophora pistillata GN=Tmem170a PE=4 SV=1","ref|XP_022788486.1|",3.65e-86,"uncharacterized protein LOC111328347 [Stylophora pistillata]","GO:0005886; GO:0016208; GO:0006950","GO:0016021; GO:0006950"
"evm.TU.chromosome_1.1182",5.80608274342466,-2.30667050728768,0.546499890254496,-4.2208068993637,2.43429396864804e-05,0.000329933021052944,"sp|Q9UIU6|SIX4_HUMAN",2.54e-92,"Homeobox protein SIX4 OS=Homo sapiens GN=SIX4 PE=1 SV=2","tr|A0A2B4S779|A0A2B4S779_STYPI",0,"Homeobox protein SIX4 OS=Stylophora pistillata GN=Six4 PE=4 SV=1","ref|XP_020605711.1|",0,"homeobox protein SIX6-like [Orbicella faveolata]","GO:0005737; GO:0005634; GO:0000978; GO:0001077; GO:0009653; GO:0048701; GO:0061197; GO:0048699; GO:0042472; GO:0008584; GO:0030238; GO:0046661; GO:0072075; GO:0051451; GO:0061055; GO:0043066; GO:0043524; GO:1902725; GO:0045892; GO:0030910; GO:0060037; GO:0090190; GO:0045893; GO:0072107; GO:0034504; GO:0072095; GO:0050678; GO:0032880; GO:0008582; GO:0045214; GO:0098528; GO:0007519; GO:0048538; GO:0043586; GO:0061551","GO:0005634; GO:0043565; GO:0006355"
"evm.TU.chromosome_1.805",4.16067815161595,-2.57872066326011,0.612278474531224,-4.2116794408532,2.53479082049814e-05,0.000340904386698528,"sp|Q9SB50|AP4M_ARATH",3.16e-130,"AP-4 complex subunit mu OS=Arabidopsis thaliana GN=AP4M PE=2 SV=1","tr|A0A2B4RF32|A0A2B4RF32_STYPI",0,"AP-4 complex subunit mu (Fragment) OS=Stylophora pistillata GN=AP4M PE=4 SV=1","ref|XP_020617211.1|",0,"AP-4 complex subunit mu-like [Orbicella faveolata]","GO:0030124; GO:0030131; GO:0005905; GO:0005829; GO:0005802; GO:0006886; GO:0016192","GO:0030131; GO:0006886; GO:0016192"
"evm.TU.chromosome_5.2636",6.73769320148352,2.19669182767292,0.524143492595313,4.19101230618343,2.77712594985879e-05,0.000366893870227556,"sp|O97758|ZO1_CANLF",5.37e-11,"Tight junction protein ZO-1 OS=Canis lupus familiaris GN=TJP1 PE=1 SV=1","tr|A0A2B4SJK4|A0A2B4SJK4_STYPI",0,"Netrin receptor UNC5B OS=Stylophora pistillata GN=unc5b PE=4 SV=1","gb|PFX30864.1|",0,"Netrin receptor UNC5B [Stylophora pistillata]","GO:0005923; GO:0009986; GO:0005911; GO:0031410; GO:0005921; GO:0005886; GO:0005516; GO:0070830; GO:0071277","GO:0016021; GO:0007165"
"evm.TU.chromosome_14.6941",28.9041382452283,1.05060076493496,0.251366472782898,4.17955805045786,2.92076157746924e-05,0.000382011274653164,"sp|Q5RDE7|NFS1_PONAB",0,"Cysteine desulfurase, mitochondrial OS=Pongo abelii GN=NFS1 PE=2 SV=1","tr|C3XUB6|C3XUB6_BRAFL",0,"Uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_75405 PE=3 SV=1","ref|XP_020619635.1|",0,"cysteine desulfurase, mitochondrial-like isoform X1 [Orbicella faveolata]","GO:0005739; GO:0005634; GO:0031071; GO:0051536; GO:0046872; GO:0030170; GO:0044571; GO:0006777","GO:0031071; GO:0030170; GO:0044571"
"evm.TU.chromosome_12.1786",5.86476208275441,-1.83988584260426,0.441474523915365,-4.16759233644246,3.07833830635397e-05,0.000399204377150205,"sp|P70399|TP53B_MOUSE",5.51e-60,"TP53-binding protein 1 OS=Mus musculus GN=Tp53bp1 PE=1 SV=3","tr|A0A2B4SNX2|A0A2B4SNX2_STYPI",0,"Tumor suppressor p53-binding protein 1 OS=Stylophora pistillata GN=Tp53bp1 PE=4 SV=1","ref|XP_020607087.1|",0,"tumor suppressor p53-binding protein 1-like [Orbicella faveolata]","GO:0000777; GO:0005737; GO:1990391; GO:0000776; GO:0016604; GO:0000784; GO:0005654; GO:0005634; GO:0005657; GO:0035861; GO:0003684; GO:0035064; GO:0002039; GO:0001102; GO:0001104; GO:0043565; GO:0042162; GO:0008134; GO:0061649; GO:0006974; GO:0071481; GO:0000077; GO:0006281; GO:0006303; GO:2000042; GO:0045830; GO:0045944; GO:0051260; GO:0006355; GO:0006351",""
"evm.TU.chromosome_4.1395",47.1777660907638,-1.35191182282155,0.324426826748748,-4.16707778567443,3.08529241379166e-05,0.000399330079280913,"sp|Q640I9|KDM2B_XENLA",0,"Lysine-specific demethylase 2B OS=Xenopus laevis GN=kdm2b PE=2 SV=1","tr|A0A2B4SSA5|A0A2B4SSA5_STYPI",0,"Lysine-specific demethylase 2B OS=Stylophora pistillata GN=kdm2b PE=4 SV=1","ref|XP_020621207.1|",0,"lysine-specific demethylase 2B-like [Orbicella faveolata]","GO:0005730; GO:0003677; GO:0051864; GO:0019843; GO:0008270; GO:0006355; GO:0006351","GO:0005634; GO:0003677; GO:0008168; GO:0008270"
"evm.TU.chromosome_5.2266",4.93191904132835,-3.0013671527853,0.720789258107316,-4.1640009462217,3.127188163219e-05,0.000404293395566081,"sp|Q6ZV73|FGD6_HUMAN",6.84e-41,"FYVE, RhoGEF and PH domain-containing protein 6 OS=Homo sapiens GN=FGD6 PE=1 SV=2","tr|A0A2B4SSG6|A0A2B4SSG6_STYPI",0,"FYVE, RhoGEF and PH domain-containing protein 6 OS=Stylophora pistillata GN=FGD6 PE=4 SV=1","gb|PFX32049.1|",0,"FYVE, RhoGEF and PH domain-containing protein 6 [Stylophora pistillata]","GO:0005737; GO:0005856; GO:0005794; GO:0030027; GO:0001726; GO:0005085; GO:0046872; GO:0005089; GO:0031267; GO:0030036; GO:0007010; GO:0046847; GO:0008360; GO:0043087; GO:0035023","GO:0005089; GO:0035023"
"evm.TU.chromosome_7.15",2.99548080254687,-3.05825092932145,0.737473752635194,-4.1469285088364,3.36965220798741e-05,0.000430322956911004,NA,NA,NA,"tr|A0A2B4S7E4|A0A2B4S7E4_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene10956 PE=4 SV=1","gb|PFX24432.1|",0,"uncharacterized protein LOC111331645 [Stylophora pistillata]",NA,"GO:0016021"
"evm.TU.chromosome_5.1811",42.8225343858089,1.20329876812146,0.290671661781438,4.13971819869472,3.47732714995692e-05,0.00044227430809217,"sp|Q5UQ35|YR811_MIMIV",4.13e-16,"Putative ariadne-like RING finger protein R811 OS=Acanthamoeba polyphaga mimivirus GN=MIMI_R811 PE=4 SV=1","tr|A0A2B4RTM6|A0A2B4RTM6_STYPI",0,"Alpha-protein kinase vwkA OS=Stylophora pistillata GN=vwkA PE=4 SV=1","ref|XP_020605639.1|",0,"uncharacterized protein LOC110044430 [Orbicella faveolata]","GO:0046872; GO:0004842","GO:0016301"
"evm.TU.chromosome_3.121",4.61221674588919,-3.97890866250624,0.969709987660963,-4.10319447374546,4.07484451224215e-05,0.000505822427729234,"sp|Q13443|ADAM9_HUMAN",6.43e-62,"Disintegrin and metalloproteinase domain-containing protein 9 OS=Homo sapiens GN=ADAM9 PE=1 SV=1","tr|A0A2B4SP49|A0A2B4SP49_STYPI",0,"Retinol dehydrogenase 8 OS=Stylophora pistillata GN=RDH8 PE=4 SV=1","ref|XP_020611781.1|",0,"disintegrin and metalloproteinase domain-containing protein 8-like isoform X2 [Orbicella faveolata]","GO:0016323; GO:0009986; GO:0070062; GO:0005615; GO:0005925; GO:0016021; GO:0031233; GO:0005518; GO:0005178; GO:0043236; GO:0046872; GO:0004222; GO:0008237; GO:0005080; GO:0017124; GO:0000186; GO:0007155; GO:0033627; GO:0016477; GO:0033631; GO:0007160; GO:0071222; GO:0007229; GO:0030216; GO:0006509; GO:0042117; GO:0051088; GO:0033630; GO:0051549; GO:0034241; GO:0051044; GO:0050714; GO:0051592; GO:0051384; GO:0042542; GO:0034616; GO:0010042; GO:0034612; GO:0007179","GO:0046872; GO:0004222; GO:0016491"
"evm.TU.chromosome_13.3296",9.48992903614804,-1.88062862572547,0.460627094329668,-4.08275728648198,4.45044971703089e-05,0.000545701627412498,"sp|Q6GN42|CTL4_XENLA",0,"Choline transporter-like protein 4 OS=Xenopus laevis GN=slc44a4 PE=2 SV=1","tr|A0A2B4T257|A0A2B4T257_STYPI",0,"Choline transporter-like protein 4 OS=Stylophora pistillata GN=slc44a4 PE=4 SV=1","ref|XP_022779851.1|",0,"choline transporter-like protein 4 isoform X2 [Stylophora pistillata]","GO:0016324; GO:0016021; GO:0015220; GO:0008292; GO:0061526; GO:0015871; GO:0035675; GO:0032475; GO:0030307","GO:0016021"
"evm.TU.chromosome_11.2288_evm.TU.chromosome_11.2301",30.9578750704419,-1.06708266464712,0.261399935381291,-4.08218411795176,4.46144289969739e-05,0.000545770431104836,"sp|Q14738|2A5D_HUMAN",0,"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens GN=PPP2R5D PE=1 SV=1","tr|A0A2B4SCT9|A0A2B4SCT9_STYPI",0,"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Stylophora pistillata GN=PPP2R5D PE=4 SV=1","ref|XP_022789453.1|",0,"serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform-like [Stylophora pistillata]","GO:0005829; GO:0005654; GO:0005634; GO:0000159; GO:0004721; GO:0019888; GO:0004722; GO:0007399; GO:0035307; GO:0006470; GO:0007165","GO:0000159; GO:0019888; GO:0007165"
"evm.TU.chromosome_3.82",3.52973648207769,-2.48541606535887,0.610583367198598,-4.07055972841538,4.69003140018491e-05,0.000569737173575094,"sp|Q8N3J2|METL4_HUMAN",4.95e-53,"Methyltransferase-like protein 4 OS=Homo sapiens GN=METTL4 PE=2 SV=3","tr|A0A2B4SM70|A0A2B4SM70_STYPI",0,"Methyltransferase-like protein 4 OS=Stylophora pistillata GN=METTL4 PE=4 SV=1","ref|XP_020617715.1|",0,"methyltransferase-like protein 4 isoform X1 [Orbicella faveolata]","GO:0005634; GO:0003676; GO:0009007","GO:0008168"
